"rt","responses","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","mouse_click","stim_duration","block_duration","timing_post_trial","exp_stage","which_round","num_click_in_round","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","round_type","credit_var","performance_var","text","key_press"
"11514","{""Q0"":""4R8LN""}","pre task questions","survey-text","0","11518","0.0-0.0","columbia-card-task-hot","false","0","","","","","","","","","","","","","","","","",""
"8181","","pre_stim","single-stim-button","1","20702","0.0-1.0-0.0","columbia-card-task-hot","false","0","1","8181","8181","0","test","1","1","3","30","750","30","false","rigged_win","","","",""
"470","","pre_stim","single-stim-button","2","21173","0.0-1.1-0.1","columbia-card-task-hot","false","0","9","470","470","0","test","1","2","3","30","750","60","false","rigged_win","","","",""
"728","","pre_stim","single-stim-button","3","21901","0.0-1.2-0.2","columbia-card-task-hot","false","0","10","728","728","0","test","1","3","3","30","750","90","false","rigged_win","","","",""
"415","","pre_stim","single-stim-button","4","22317","0.0-1.3-0.3","columbia-card-task-hot","false","0","2","415","415","0","test","1","4","3","30","750","120","false","rigged_win","","","",""
"551","","pre_stim","single-stim-button","5","22869","0.0-1.4-0.4","columbia-card-task-hot","false","0","11","551","551","0","test","1","5","3","30","750","150","false","rigged_win","","","",""
"2624","","pre_stim","single-stim-button","6","25493","0.0-1.5-0.5","columbia-card-task-hot","false","0","17","2624","2624","0","test","1","6","3","30","750","180","false","rigged_win","","","",""
"655","","pre_stim","single-stim-button","7","26149","0.0-1.6-0.6","columbia-card-task-hot","false","0","18","655","655","0","test","1","7","3","30","750","210","false","rigged_win","","","",""
"2199","","pre_stim","single-stim-button","8","28349","0.0-1.7-0.7","columbia-card-task-hot","false","0","19","2199","2199","0","test","1","8","3","30","750","240","false","rigged_win","","","",""
"1535","","pre_stim","single-stim-button","9","29885","0.0-1.8-0.8","columbia-card-task-hot","false","0","32","1535","1535","0","test","1","9","3","30","750","270","false","rigged_win","","","",""
"471","","pre_stim","single-stim-button","10","30357","0.0-1.9-0.9","columbia-card-task-hot","false","0","24","471","471","0","test","1","10","3","30","750","300","false","rigged_win","","","",""
"518","","pre_stim","single-stim-button","11","30877","0.0-1.10-0.10","columbia-card-task-hot","false","0","23","518","518","0","test","1","11","3","30","750","330","false","rigged_win","","","",""
"2071","","pre_stim","single-stim-button","12","32949","0.0-1.11-0.11","columbia-card-task-hot","false","0","30","2071","2071","0","test","1","12","3","30","750","360","false","rigged_win","","","",""
"3423","","pre_stim","single-stim-button","13","36373","0.0-1.12-0.12","columbia-card-task-hot","false","0","25","3423","3423","0","test","1","13","3","30","750","390","false","rigged_win","","","",""
"831","","pre_stim","single-stim-button","14","37205","0.0-1.13-0.13","columbia-card-task-hot","false","0","26","831","831","0","test","1","14","3","30","750","420","false","rigged_win","","","",""
"2183","","pre_stim","single-stim-button","15","39389","0.0-1.14-0.14","columbia-card-task-hot","false","0","27","2183","2183","0","test","1","15","3","30","750","450","false","rigged_win","","","",""
"2183","","pre_stim","single-stim-button","16","41573","0.0-1.15-0.15","columbia-card-task-hot","false","0","16","2183","2183","0","test","1","16","3","30","750","480","false","rigged_win","","","",""
"2238","","pre_stim","single-stim-button","17","43813","0.0-1.16-0.16","columbia-card-task-hot","false","0","turnButton","2238","2238","0","test","1","16","3","30","750","480","false","rigged_win","","","",""
"3967","","pre_stim","single-stim-button","18","47781","0.0-1.17-0.17","columbia-card-task-hot","false","0","collectButton","3967","3967","0","test","1","17","3","30","750","480","false","rigged_win","","","",""
"6678","","pre_stim","single-stim-button","19","54461","0.0-2.0-0.0","columbia-card-task-hot","false","0","1","6678","6678","0","test","2","1","3","10","750","10","false","rigged_loss","","","",""
"343","","pre_stim","single-stim-button","20","54805","0.0-2.1-0.1","columbia-card-task-hot","false","0","2","343","343","0","test","2","2","3","10","750","20","false","rigged_loss","","","",""
"391","","pre_stim","single-stim-button","21","55197","0.0-2.2-0.2","columbia-card-task-hot","false","0","3","391","391","0","test","2","3","3","10","750","30","false","rigged_loss","","","",""
"487","","pre_stim","single-stim-button","22","55685","0.0-2.3-0.3","columbia-card-task-hot","false","0","11","487","487","0","test","2","4","3","10","750","40","false","rigged_loss","","","",""
"375","","pre_stim","single-stim-button","23","56061","0.0-2.4-0.4","columbia-card-task-hot","false","0","10","375","375","0","test","2","5","3","10","750","50","false","rigged_loss","","","",""
"383","","pre_stim","single-stim-button","24","56445","0.0-2.5-0.5","columbia-card-task-hot","false","0","9","383","383","0","test","2","6","3","10","750","60","false","rigged_loss","","","",""
"407","","pre_stim","single-stim-button","25","56853","0.0-2.6-0.6","columbia-card-task-hot","false","0","17","407","407","0","test","2","7","3","10","750","-690","true","rigged_loss","","","",""
