"rt","responses","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","mouse_click","stim_duration","block_duration","timing_post_trial","exp_stage","which_round","num_click_in_round","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","round_type","credit_var","performance_var","text","key_press"
"7209","{""Q0"":""woVXz""}","pre task questions","survey-text","0","7212","0.0-0.0","columbia-card-task-hot","true","0","","","","","","","","","","","","","","","","",""
"6284","","pre_stim","single-stim-button","1","14499","0.0-1.0-0.0","columbia-card-task-hot","true","0","1","6284","6284","0","test","1","1","1","10","250","10","false","rigged_loss","","","",""
"615","","pre_stim","single-stim-button","2","15114","0.0-1.1-0.1","columbia-card-task-hot","true","0","2","615","615","0","test","1","2","1","10","250","20","false","rigged_loss","","","",""
"456","","pre_stim","single-stim-button","3","15570","0.0-1.2-0.2","columbia-card-task-hot","true","0","3","456","456","0","test","1","3","1","10","250","30","false","rigged_loss","","","",""
"358","","pre_stim","single-stim-button","4","15930","0.0-1.3-0.3","columbia-card-task-hot","true","0","4","358","358","0","test","1","4","1","10","250","40","false","rigged_loss","","","",""
"463","","pre_stim","single-stim-button","5","16394","0.0-1.4-0.4","columbia-card-task-hot","true","0","5","463","463","0","test","1","5","1","10","250","50","false","rigged_loss","","","",""
"343","","pre_stim","single-stim-button","6","16738","0.0-1.5-0.5","columbia-card-task-hot","true","0","6","343","343","0","test","1","6","1","10","250","60","false","rigged_loss","","","",""
"311","","pre_stim","single-stim-button","7","17050","0.0-1.6-0.6","columbia-card-task-hot","true","0","7","311","311","0","test","1","7","1","10","250","70","false","rigged_loss","","","",""
"343","","pre_stim","single-stim-button","8","17394","0.0-1.7-0.7","columbia-card-task-hot","true","0","8","343","343","0","test","1","8","1","10","250","80","false","rigged_loss","","","",""
"352","","pre_stim","single-stim-button","9","17746","0.0-1.8-0.8","columbia-card-task-hot","true","0","16","352","352","0","test","1","9","1","10","250","90","false","rigged_loss","","","",""
"462","","pre_stim","single-stim-button","10","18210","0.0-1.9-0.9","columbia-card-task-hot","true","0","24","462","462","0","test","1","10","1","10","250","100","false","rigged_loss","","","",""
"432","","pre_stim","single-stim-button","11","18642","0.0-1.10-0.10","columbia-card-task-hot","true","0","32","432","432","0","test","1","11","1","10","250","110","false","rigged_loss","","","",""
"446","","pre_stim","single-stim-button","12","19090","0.0-1.11-0.11","columbia-card-task-hot","true","0","31","446","446","0","test","1","12","1","10","250","120","false","rigged_loss","","","",""
"336","","pre_stim","single-stim-button","13","19426","0.0-1.12-0.12","columbia-card-task-hot","true","0","23","336","336","0","test","1","13","1","10","250","130","false","rigged_loss","","","",""
