"rt","responses","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","mouse_click","stim_duration","block_duration","timing_post_trial","exp_stage","which_round","num_click_in_round","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","round_type","credit_var","performance_var","text","key_press"
"6740","{""Q0"":""ITsa5""}","pre task questions","survey-text","0","6744","0.0-0.0","columbia-card-task-hot","true","0","","","","","","","","","","","","","","","","",""
"6196","","pre_stim","single-stim-button","1","13943","0.0-1.0-0.0","columbia-card-task-hot","true","0","5","6196","6196","0","test","1","1","1","30","750","30","false","rigged_win","","","",""
"1110","","pre_stim","single-stim-button","2","15054","0.0-1.1-0.1","columbia-card-task-hot","true","0","4","1110","1110","0","test","1","2","1","30","750","60","false","rigged_win","","","",""
"687","","pre_stim","single-stim-button","3","15742","0.0-1.2-0.2","columbia-card-task-hot","true","0","3","687","687","0","test","1","3","1","30","750","90","false","rigged_win","","","",""
"607","","pre_stim","single-stim-button","4","16351","0.0-1.3-0.3","columbia-card-task-hot","true","0","2","607","607","0","test","1","4","1","30","750","120","false","rigged_win","","","",""
"719","","pre_stim","single-stim-button","5","17071","0.0-1.4-0.4","columbia-card-task-hot","true","0","1","719","719","0","test","1","5","1","30","750","150","false","rigged_win","","","",""
"1327","","pre_stim","single-stim-button","6","18399","0.0-1.5-0.5","columbia-card-task-hot","true","0","8","1327","1327","0","test","1","6","1","30","750","180","false","rigged_win","","","",""
"823","","pre_stim","single-stim-button","7","19223","0.0-1.6-0.6","columbia-card-task-hot","true","0","15","823","823","0","test","1","7","1","30","750","210","false","rigged_win","","","",""
"759","","pre_stim","single-stim-button","8","19983","0.0-1.7-0.7","columbia-card-task-hot","true","0","14","759","759","0","test","1","8","1","30","750","240","false","rigged_win","","","",""
"815","","pre_stim","single-stim-button","9","20799","0.0-1.8-0.8","columbia-card-task-hot","true","0","13","815","815","0","test","1","9","1","30","750","270","false","rigged_win","","","",""
"703","","pre_stim","single-stim-button","10","21503","0.0-1.9-0.9","columbia-card-task-hot","true","0","12","703","703","0","test","1","10","1","30","750","300","false","rigged_win","","","",""
"719","","pre_stim","single-stim-button","11","22223","0.0-1.10-0.10","columbia-card-task-hot","true","0","11","719","719","0","test","1","11","1","30","750","330","false","rigged_win","","","",""
"799","","pre_stim","single-stim-button","12","23023","0.0-1.11-0.11","columbia-card-task-hot","true","0","20","799","799","0","test","1","12","1","30","750","360","false","rigged_win","","","",""
"1231","","pre_stim","single-stim-button","13","24255","0.0-1.12-0.12","columbia-card-task-hot","true","0","7","1231","1231","0","test","1","13","1","30","750","390","false","rigged_win","","","",""
"671","","pre_stim","single-stim-button","14","24926","0.0-1.13-0.13","columbia-card-task-hot","true","0","6","671","671","0","test","1","14","1","30","750","420","false","rigged_win","","","",""
"1007","","pre_stim","single-stim-button","15","25935","0.0-1.14-0.14","columbia-card-task-hot","true","0","16","1007","1007","0","test","1","15","1","30","750","450","false","rigged_win","","","",""
"1903","","pre_stim","single-stim-button","16","27839","0.0-1.15-0.15","columbia-card-task-hot","true","0","10","1903","1903","0","test","1","16","1","30","750","480","false","rigged_win","","","",""
"1239","","pre_stim","single-stim-button","17","29079","0.0-1.16-0.16","columbia-card-task-hot","true","0","9","1239","1239","0","test","1","17","1","30","750","510","false","rigged_win","","","",""
"2303","","pre_stim","single-stim-button","18","31382","0.0-1.17-0.17","columbia-card-task-hot","true","0","22","2303","2303","0","test","1","18","1","30","750","540","false","rigged_win","","","",""
"1031","","pre_stim","single-stim-button","19","32414","0.0-1.18-0.18","columbia-card-task-hot","true","0","21","1031","1031","0","test","1","19","1","30","750","570","false","rigged_win","","","",""
"3087","","pre_stim","single-stim-button","20","35503","0.0-1.19-0.19","columbia-card-task-hot","true","0","23","3087","3087","0","test","1","20","1","30","750","600","false","rigged_win","","","",""
"2295","","pre_stim","single-stim-button","21","37799","0.0-1.20-0.20","columbia-card-task-hot","true","0","24","2295","2295","0","test","1","21","1","30","750","630","false","rigged_win","","","",""
"1951","","pre_stim","single-stim-button","22","39751","0.0-1.21-0.21","columbia-card-task-hot","true","0","turnButton","1951","1951","0","test","1","21","1","30","750","630","false","rigged_win","","","",""
"3950","","pre_stim","single-stim-button","23","43703","0.0-1.22-0.22","columbia-card-task-hot","true","0","collectButton","3950","3950","0","test","1","22","1","30","750","630","false","rigged_win","","","",""
"6903","","pre_stim","single-stim-button","24","50607","0.0-2.0-0.0","columbia-card-task-hot","true","0","14","6903","6903","0","test","2","1","1","10","250","10","false","rigged_win","","","",""
"735","","pre_stim","single-stim-button","25","51343","0.0-2.1-0.1","columbia-card-task-hot","true","0","13","735","735","0","test","2","2","1","10","250","20","false","rigged_win","","","",""
"503","","pre_stim","single-stim-button","26","51847","0.0-2.2-0.2","columbia-card-task-hot","true","0","12","503","503","0","test","2","3","1","10","250","30","false","rigged_win","","","",""
"487","","pre_stim","single-stim-button","27","52335","0.0-2.3-0.3","columbia-card-task-hot","true","0","11","487","487","0","test","2","4","1","10","250","40","false","rigged_win","","","",""
"471","","pre_stim","single-stim-button","28","52806","0.0-2.4-0.4","columbia-card-task-hot","true","0","10","471","471","0","test","2","5","1","10","250","50","false","rigged_win","","","",""
"463","","pre_stim","single-stim-button","29","53270","0.0-2.5-0.5","columbia-card-task-hot","true","0","9","463","463","0","test","2","6","1","10","250","60","false","rigged_win","","","",""
"871","","pre_stim","single-stim-button","30","54142","0.0-2.6-0.6","columbia-card-task-hot","true","0","15","871","871","0","test","2","7","1","10","250","70","false","rigged_win","","","",""
"423","","pre_stim","single-stim-button","31","54567","0.0-2.7-0.7","columbia-card-task-hot","true","0","16","423","423","0","test","2","8","1","10","250","80","false","rigged_win","","","",""
"415","","pre_stim","single-stim-button","32","54983","0.0-2.8-0.8","columbia-card-task-hot","true","0","8","415","415","0","test","2","9","1","10","250","90","false","rigged_win","","","",""
"607","","pre_stim","single-stim-button","33","55591","0.0-2.9-0.9","columbia-card-task-hot","true","0","24","607","607","0","test","2","10","1","10","250","100","false","rigged_win","","","",""
"447","","pre_stim","single-stim-button","34","56038","0.0-2.10-0.10","columbia-card-task-hot","true","0","32","447","447","0","test","2","11","1","10","250","110","false","rigged_win","","","",""
"495","","pre_stim","single-stim-button","35","56535","0.0-2.11-0.11","columbia-card-task-hot","true","0","31","495","495","0","test","2","12","1","10","250","120","false","rigged_win","","","",""
"495","","pre_stim","single-stim-button","36","57030","0.0-2.12-0.12","columbia-card-task-hot","true","0","23","495","495","0","test","2","13","1","10","250","130","false","rigged_win","","","",""
"599","","pre_stim","single-stim-button","37","57630","0.0-2.13-0.13","columbia-card-task-hot","true","0","7","599","599","0","test","2","14","1","10","250","140","false","rigged_win","","","",""
"511","","pre_stim","single-stim-button","38","58143","0.0-2.14-0.14","columbia-card-task-hot","true","0","6","511","511","0","test","2","15","1","10","250","150","false","rigged_win","","","",""
"659","","pre_stim","single-stim-button","39","58802","0.0-2.15-0.15","columbia-card-task-hot","true","0","22","659","659","0","test","2","16","1","10","250","160","false","rigged_win","","","",""
"439","","pre_stim","single-stim-button","40","59243","0.0-2.16-0.16","columbia-card-task-hot","true","0","30","439","439","0","test","2","17","1","10","250","170","false","rigged_win","","","",""
"383","","pre_stim","single-stim-button","41","59626","0.0-2.17-0.17","columbia-card-task-hot","true","0","29","383","383","0","test","2","18","1","10","250","180","false","rigged_win","","","",""
"1191","","pre_stim","single-stim-button","42","60818","0.0-2.18-0.18","columbia-card-task-hot","true","0","5","1191","1191","0","test","2","19","1","10","250","190","false","rigged_win","","","",""
"719","","pre_stim","single-stim-button","43","61539","0.0-2.19-0.19","columbia-card-task-hot","true","0","21","719","719","0","test","2","20","1","10","250","200","false","rigged_win","","","",""
"679","","pre_stim","single-stim-button","44","62218","0.0-2.20-0.20","columbia-card-task-hot","true","0","20","679","679","0","test","2","21","1","10","250","210","false","rigged_win","","","",""
